lat,lng,id,label1,label2,type,value
31.56367938,120.36084540000002,3,3,3,1,1
31.524340000000002,120.50138929999999,4,3,3,1,1
31.57218378,120.37282490000001,6,3,3,1,1
31.57291115,120.33324309999999,7,3,3,1,1
31.52086833,120.4522297,8,3,3,1,1
31.522876,120.37518429999999,11,3,3,1,1
31.54363463,120.35477579999998,12,3,3,1,1
31.5701532,120.32319040000002,15,3,3,1,1
31.48988556,120.46727040000002,16,3,3,1,1
31.675276,120.35785,19,3,3,1,1
31.47799912,120.4511005,20,3,3,1,1
31.568607500000002,120.3417696,21,3,3,1,1
31.50582657,120.43043259999999,23,3,3,1,1
31.562723,120.319608,24,3,3,1,1
31.57663744,120.32266990000001,29,3,3,1,1
31.5095935,120.39618899999999,30,3,3,1,1
31.562402799999997,120.32856720000001,32,3,3,1,1
31.57003733,120.4042875,33,3,3,1,1
31.5762479,120.315119,34,3,3,1,1
31.4596755,120.45896129999998,35,3,3,1,1
31.55822075,120.33312,38,3,3,1,1
